chr1	x1	x2	chr2	y1	y2	color	comment
chr10	3200000	3300000	chr10	4400000	4500000	0,0,255	significant differentially interacting region
chr10	3200000	3300000	chr10	4500000	4600000	0,0,255	significant differentially interacting region
chr10	3200000	3300000	chr10	4600000	4700000	0,0,255	significant differentially interacting region
chr10	3200000	3300000	chr10	4700000	4800000	0,0,255	significant differentially interacting region
chr10	3200000	3300000	chr10	4800000	4900000	0,0,255	significant differentially interacting region
chr10	3300000	3400000	chr10	4300000	4400000	0,0,255	significant differentially interacting region
chr10	3300000	3400000	chr10	4500000	4600000	0,0,255	significant differentially interacting region
chr10	3300000	3400000	chr10	4600000	4700000	0,0,255	significant differentially interacting region
chr10	3300000	3400000	chr10	4700000	4800000	0,0,255	significant differentially interacting region
chr10	3300000	3400000	chr10	4800000	4900000	0,0,255	significant differentially interacting region
chr10	6100000	6200000	chr10	6400000	6500000	0,0,255	significant differentially interacting region
chr10	6800000	6900000	chr10	12000000	12100000	0,0,255	significant differentially interacting region
chr10	7500000	7600000	chr10	9200000	9300000	0,0,255	significant differentially interacting region
chr10	7500000	7600000	chr10	9300000	9400000	0,0,255	significant differentially interacting region
chr10	7600000	7700000	chr10	9300000	9400000	0,0,255	significant differentially interacting region
chr10	7600000	7700000	chr10	11500000	11600000	0,0,255	significant differentially interacting region
chr10	7600000	7700000	chr10	12000000	12100000	0,0,255	significant differentially interacting region
chr10	7700000	7800000	chr10	9100000	9200000	0,0,255	significant differentially interacting region
chr10	7700000	7800000	chr10	9200000	9300000	0,0,255	significant differentially interacting region
chr10	7700000	7800000	chr10	9300000	9400000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	9000000	9100000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	9100000	9200000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	9200000	9300000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	9300000	9400000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	11400000	11500000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	11700000	11800000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	11800000	11900000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	11900000	12000000	0,0,255	significant differentially interacting region
chr10	7800000	7900000	chr10	12000000	12100000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	8500000	8600000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	8700000	8800000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	8800000	8900000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	8900000	9000000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	9000000	9100000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	9100000	9200000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	9200000	9300000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	9300000	9400000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	9400000	9500000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	9800000	9900000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	10500000	10600000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	10900000	11000000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	11000000	11100000	0,0,255	significant differentially interacting region
chr10	7900000	8000000	chr10	11100000	11200000	0,0,255	significant differentially interacting region
chr10	8000000	8100000	chr10	9100000	9200000	0,0,255	significant differentially interacting region
chr10	8000000	8100000	chr10	9200000	9300000	0,0,255	significant differentially interacting region
chr10	8000000	8100000	chr10	9300000	9400000	0,0,255	significant differentially interacting region
chr10	8100000	8200000	chr10	9200000	9300000	0,0,255	significant differentially interacting region
chr10	8200000	8300000	chr10	9200000	9300000	0,0,255	significant differentially interacting region
chr10	9200000	9300000	chr10	11300000	11400000	0,0,255	significant differentially interacting region
chr10	9300000	9400000	chr10	11200000	11300000	0,0,255	significant differentially interacting region
chr10	9300000	9400000	chr10	11300000	11400000	0,0,255	significant differentially interacting region
chr10	9300000	9400000	chr10	11400000	11500000	0,0,255	significant differentially interacting region
chr10	9300000	9400000	chr10	11500000	11600000	0,0,255	significant differentially interacting region
chr10	9400000	9500000	chr10	11300000	11400000	0,0,255	significant differentially interacting region
chr10	9400000	9500000	chr10	11400000	11500000	0,0,255	significant differentially interacting region
chr10	9400000	9500000	chr10	11500000	11600000	0,0,255	significant differentially interacting region
chr10	11500000	11600000	chr10	11700000	11800000	0,0,255	significant differentially interacting region
chr10	12200000	12300000	chr10	12700000	12800000	0,0,255	significant differentially interacting region
chr10	12300000	12400000	chr10	12700000	12800000	0,0,255	significant differentially interacting region
chr10	15900000	16000000	chr10	16700000	16800000	0,0,255	significant differentially interacting region
chr10	15900000	16000000	chr10	16800000	16900000	0,0,255	significant differentially interacting region
chr10	15900000	16000000	chr10	18200000	18300000	0,0,255	significant differentially interacting region
chr10	17500000	17600000	chr10	18500000	18600000	0,0,255	significant differentially interacting region
chr10	17600000	17700000	chr10	18500000	18600000	0,0,255	significant differentially interacting region
chr10	18700000	18800000	chr10	22100000	22200000	0,0,255	significant differentially interacting region
chr10	18800000	18900000	chr10	20900000	21000000	0,0,255	significant differentially interacting region
chr10	18800000	18900000	chr10	21000000	21100000	0,0,255	significant differentially interacting region
chr10	18800000	18900000	chr10	21100000	21200000	0,0,255	significant differentially interacting region
chr10	18900000	19000000	chr10	21000000	21100000	0,0,255	significant differentially interacting region
chr10	18900000	19000000	chr10	21100000	21200000	0,0,255	significant differentially interacting region
chr10	18900000	19000000	chr10	21700000	21800000	0,0,255	significant differentially interacting region
chr10	18900000	19000000	chr10	21800000	21900000	0,0,255	significant differentially interacting region
chr10	18900000	19000000	chr10	21900000	22000000	0,0,255	significant differentially interacting region
chr10	18900000	19000000	chr10	22000000	22100000	0,0,255	significant differentially interacting region
chr10	21300000	21400000	chr10	21500000	21600000	0,0,255	significant differentially interacting region
chr10	21300000	21400000	chr10	22000000	22100000	0,0,255	significant differentially interacting region
chr10	21600000	21700000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	21700000	21800000	chr10	23200000	23300000	0,0,255	significant differentially interacting region
chr10	21700000	21800000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	21800000	21900000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22100000	22200000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22200000	22300000	chr10	23200000	23300000	0,0,255	significant differentially interacting region
chr10	22200000	22300000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22300000	22400000	chr10	23200000	23300000	0,0,255	significant differentially interacting region
chr10	22300000	22400000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22400000	22500000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22500000	22600000	chr10	23200000	23300000	0,0,255	significant differentially interacting region
chr10	22500000	22600000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22600000	22700000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22700000	22800000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	22800000	22900000	chr10	23200000	23300000	0,0,255	significant differentially interacting region
chr10	22800000	22900000	chr10	23300000	23400000	0,0,255	significant differentially interacting region
chr10	24200000	24300000	chr10	24800000	24900000	0,0,255	significant differentially interacting region
chr10	27600000	27700000	chr10	28600000	28700000	0,0,255	significant differentially interacting region
chr10	27700000	27800000	chr10	28500000	28600000	0,0,255	significant differentially interacting region
chr10	27700000	27800000	chr10	28600000	28700000	0,0,255	significant differentially interacting region
chr10	27800000	27900000	chr10	28500000	28600000	0,0,255	significant differentially interacting region
chr10	27800000	27900000	chr10	28600000	28700000	0,0,255	significant differentially interacting region
chr10	27900000	28000000	chr10	28500000	28600000	0,0,255	significant differentially interacting region
chr10	27900000	28000000	chr10	28600000	28700000	0,0,255	significant differentially interacting region
chr10	28000000	28100000	chr10	28400000	28500000	0,0,255	significant differentially interacting region
chr10	28000000	28100000	chr10	28500000	28600000	0,0,255	significant differentially interacting region
chr10	28000000	28100000	chr10	28600000	28700000	0,0,255	significant differentially interacting region
chr10	28900000	29000000	chr10	29200000	29300000	0,0,255	significant differentially interacting region
chr10	28900000	29000000	chr10	29300000	29400000	0,0,255	significant differentially interacting region
chr10	28900000	29000000	chr10	29400000	29500000	0,0,255	significant differentially interacting region
chr10	28900000	29000000	chr10	29500000	29600000	0,0,255	significant differentially interacting region
chr10	28900000	29000000	chr10	29600000	29700000	0,0,255	significant differentially interacting region
chr10	30900000	31000000	chr10	31900000	32000000	0,0,255	significant differentially interacting region
chr10	30900000	31000000	chr10	32000000	32100000	0,0,255	significant differentially interacting region
chr10	30900000	31000000	chr10	32300000	32400000	0,0,255	significant differentially interacting region
chr10	30900000	31000000	chr10	32400000	32500000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	31700000	31800000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	31800000	31900000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	31900000	32000000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	32000000	32100000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	32100000	32200000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	32200000	32300000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	32300000	32400000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	32400000	32500000	0,0,255	significant differentially interacting region
chr10	31000000	31100000	chr10	32500000	32600000	0,0,255	significant differentially interacting region
chr10	32100000	32200000	chr10	36600000	36700000	0,0,255	significant differentially interacting region
chr10	33000000	33100000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	33200000	33300000	chr10	36300000	36400000	0,0,255	significant differentially interacting region
chr10	34000000	34100000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	34200000	34300000	chr10	43800000	43900000	0,0,255	significant differentially interacting region
chr10	34400000	34500000	chr10	43900000	44000000	0,0,255	significant differentially interacting region
chr10	34500000	34600000	chr10	37000000	37100000	0,0,255	significant differentially interacting region
chr10	34600000	34700000	chr10	36300000	36400000	0,0,255	significant differentially interacting region
chr10	34600000	34700000	chr10	36400000	36500000	0,0,255	significant differentially interacting region
chr10	34600000	34700000	chr10	36500000	36600000	0,0,255	significant differentially interacting region
chr10	34600000	34700000	chr10	36800000	36900000	0,0,255	significant differentially interacting region
chr10	34600000	34700000	chr10	43900000	44000000	0,0,255	significant differentially interacting region
chr10	34700000	34800000	chr10	36300000	36400000	0,0,255	significant differentially interacting region
chr10	34700000	34800000	chr10	36800000	36900000	0,0,255	significant differentially interacting region
chr10	34700000	34800000	chr10	37200000	37300000	0,0,255	significant differentially interacting region
chr10	34800000	34900000	chr10	36200000	36300000	0,0,255	significant differentially interacting region
chr10	34800000	34900000	chr10	36500000	36600000	0,0,255	significant differentially interacting region
chr10	34800000	34900000	chr10	44300000	44400000	0,0,255	significant differentially interacting region
chr10	34900000	35000000	chr10	36200000	36300000	0,0,255	significant differentially interacting region
chr10	34900000	35000000	chr10	36300000	36400000	0,0,255	significant differentially interacting region
chr10	34900000	35000000	chr10	36800000	36900000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	36200000	36300000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	36300000	36400000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	36600000	36700000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	36800000	36900000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	43900000	44000000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	44400000	44500000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	45400000	45500000	0,0,255	significant differentially interacting region
chr10	35000000	35100000	chr10	54100000	54200000	0,0,255	significant differentially interacting region
chr10	35100000	35200000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35100000	35200000	chr10	45100000	45200000	0,0,255	significant differentially interacting region
chr10	35200000	35300000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	38500000	38600000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	42900000	43000000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	43000000	43100000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	43900000	44000000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	44000000	44100000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	44300000	44400000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	45400000	45500000	0,0,255	significant differentially interacting region
chr10	35300000	35400000	chr10	45500000	45600000	0,0,255	significant differentially interacting region
chr10	35400000	35500000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35400000	35500000	chr10	42900000	43000000	0,0,255	significant differentially interacting region
chr10	35400000	35500000	chr10	43000000	43100000	0,0,255	significant differentially interacting region
chr10	35400000	35500000	chr10	43900000	44000000	0,0,255	significant differentially interacting region
chr10	35400000	35500000	chr10	44300000	44400000	0,0,255	significant differentially interacting region
chr10	35400000	35500000	chr10	45000000	45100000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	38500000	38600000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	38700000	38800000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	42900000	43000000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	43000000	43100000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	43900000	44000000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	44500000	44600000	0,0,255	significant differentially interacting region
chr10	35500000	35600000	chr10	44600000	44700000	0,0,255	significant differentially interacting region
chr10	35600000	35700000	chr10	38500000	38600000	0,0,255	significant differentially interacting region
chr10	35600000	35700000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35600000	35700000	chr10	42800000	42900000	0,0,255	significant differentially interacting region
chr10	35600000	35700000	chr10	42900000	43000000	0,0,255	significant differentially interacting region
chr10	35600000	35700000	chr10	52900000	53000000	0,0,255	significant differentially interacting region
chr10	35700000	35800000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35800000	35900000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35800000	35900000	chr10	38700000	38800000	0,0,255	significant differentially interacting region
chr10	35800000	35900000	chr10	38900000	39000000	0,0,255	significant differentially interacting region
chr10	35800000	35900000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	35800000	35900000	chr10	43800000	43900000	0,0,255	significant differentially interacting region
chr10	35900000	36000000	chr10	37400000	37500000	0,0,255	significant differentially interacting region
chr10	35900000	36000000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	35900000	36000000	chr10	38700000	38800000	0,0,255	significant differentially interacting region
chr10	35900000	36000000	chr10	38800000	38900000	0,0,255	significant differentially interacting region
chr10	35900000	36000000	chr10	39100000	39200000	0,0,255	significant differentially interacting region
chr10	36000000	36100000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	36000000	36100000	chr10	39100000	39200000	0,0,255	significant differentially interacting region
chr10	36000000	36100000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	36100000	36200000	chr10	43400000	43500000	0,0,255	significant differentially interacting region
chr10	36100000	36200000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	36200000	36300000	chr10	42300000	42400000	0,0,255	significant differentially interacting region
chr10	36200000	36300000	chr10	43200000	43300000	0,0,255	significant differentially interacting region
chr10	36200000	36300000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	36200000	36300000	chr10	43400000	43500000	0,0,255	significant differentially interacting region
chr10	36300000	36400000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	36400000	36500000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	36400000	36500000	chr10	38700000	38800000	0,0,255	significant differentially interacting region
chr10	36400000	36500000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	36500000	36600000	chr10	38600000	38700000	0,0,255	significant differentially interacting region
chr10	36500000	36600000	chr10	38700000	38800000	0,0,255	significant differentially interacting region
chr10	36500000	36600000	chr10	43000000	43100000	0,0,255	significant differentially interacting region
chr10	36500000	36600000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	36600000	36700000	chr10	42500000	42600000	0,0,255	significant differentially interacting region
chr10	36600000	36700000	chr10	42600000	42700000	0,0,255	significant differentially interacting region
chr10	36700000	36800000	chr10	42600000	42700000	0,0,255	significant differentially interacting region
chr10	36800000	36900000	chr10	39100000	39200000	0,0,255	significant differentially interacting region
chr10	36800000	36900000	chr10	43100000	43200000	0,0,255	significant differentially interacting region
chr10	36900000	37000000	chr10	42300000	42400000	0,0,255	significant differentially interacting region
chr10	36900000	37000000	chr10	42600000	42700000	0,0,255	significant differentially interacting region
chr10	36900000	37000000	chr10	43100000	43200000	0,0,255	significant differentially interacting region
chr10	37000000	37100000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	37100000	37200000	chr10	42400000	42500000	0,0,255	significant differentially interacting region
chr10	37100000	37200000	chr10	43200000	43300000	0,0,255	significant differentially interacting region
chr10	37200000	37300000	chr10	42700000	42800000	0,0,255	significant differentially interacting region
chr10	37300000	37400000	chr10	43100000	43200000	0,0,255	significant differentially interacting region
chr10	37400000	37500000	chr10	42800000	42900000	0,0,255	significant differentially interacting region
chr10	37400000	37500000	chr10	43100000	43200000	0,0,255	significant differentially interacting region
chr10	37500000	37600000	chr10	42300000	42400000	0,0,255	significant differentially interacting region
chr10	37500000	37600000	chr10	43400000	43500000	0,0,255	significant differentially interacting region
chr10	37500000	37600000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	37600000	37700000	chr10	42600000	42700000	0,0,255	significant differentially interacting region
chr10	37700000	37800000	chr10	42700000	42800000	0,0,255	significant differentially interacting region
chr10	37700000	37800000	chr10	43100000	43200000	0,0,255	significant differentially interacting region
chr10	37800000	37900000	chr10	43900000	44000000	0,0,255	significant differentially interacting region
chr10	37900000	38000000	chr10	43200000	43300000	0,0,255	significant differentially interacting region
chr10	37900000	38000000	chr10	43400000	43500000	0,0,255	significant differentially interacting region
chr10	38000000	38100000	chr10	42500000	42600000	0,0,255	significant differentially interacting region
chr10	38000000	38100000	chr10	43200000	43300000	0,0,255	significant differentially interacting region
chr10	38000000	38100000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	38000000	38100000	chr10	43400000	43500000	0,0,255	significant differentially interacting region
chr10	38000000	38100000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	38100000	38200000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	38100000	38200000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	38100000	38200000	chr10	43700000	43800000	0,0,255	significant differentially interacting region
chr10	38200000	38300000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	38200000	38300000	chr10	43700000	43800000	0,0,255	significant differentially interacting region
chr10	38300000	38400000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	38300000	38400000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	38300000	38400000	chr10	43700000	43800000	0,0,255	significant differentially interacting region
chr10	38400000	38500000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	38400000	38500000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	38400000	38500000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	38400000	38500000	chr10	43700000	43800000	0,0,255	significant differentially interacting region
chr10	38400000	38500000	chr10	43800000	43900000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	43200000	43300000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	43300000	43400000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	43400000	43500000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	43700000	43800000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	44000000	44100000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	44100000	44200000	0,0,255	significant differentially interacting region
chr10	38500000	38600000	chr10	44500000	44600000	0,0,255	significant differentially interacting region
chr10	38600000	38700000	chr10	42800000	42900000	0,0,255	significant differentially interacting region
chr10	38600000	38700000	chr10	43100000	43200000	0,0,255	significant differentially interacting region
chr10	38600000	38700000	chr10	43200000	43300000	0,0,255	significant differentially interacting region
chr10	38600000	38700000	chr10	43500000	43600000	0,0,255	significant differentially interacting region
chr10	38600000	38700000	chr10	43600000	43700000	0,0,255	significant differentially interacting region
chr10	38700000	38800000	chr10	43100000	43200000	0,0,255	significant differentially interacting region
chr10	38800000	38900000	chr10	42300000	42400000	0,0,255	significant differentially interacting region
chr10	38800000	38900000	chr10	42600000	42700000	0,0,255	significant differentially interacting region
chr10	38800000	38900000	chr10	42800000	42900000	0,0,255	significant differentially interacting region
chr10	38800000	38900000	chr10	42900000	43000000	0,0,255	significant differentially interacting region
chr10	38800000	38900000	chr10	43000000	43100000	0,0,255	significant differentially interacting region
chr10	38800000	38900000	chr10	44000000	44100000	0,0,255	significant differentially interacting region
chr10	38900000	39000000	chr10	42400000	42500000	0,0,255	significant differentially interacting region
chr10	38900000	39000000	chr10	42900000	43000000	0,0,255	significant differentially interacting region
chr10	39000000	39100000	chr10	42300000	42400000	0,0,255	significant differentially interacting region
chr10	39000000	39100000	chr10	42800000	42900000	0,0,255	significant differentially interacting region
chr10	39000000	39100000	chr10	42900000	43000000	0,0,255	significant differentially interacting region
chr10	39000000	39100000	chr10	43000000	43100000	0,0,255	significant differentially interacting region
chr10	39000000	39100000	chr10	43400000	43500000	0,0,255	significant differentially interacting region
chr10	39100000	39200000	chr10	42800000	42900000	0,0,255	significant differentially interacting region
chr10	43000000	43100000	chr10	44200000	44300000	0,0,255	significant differentially interacting region
chr10	43900000	44000000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	44200000	44300000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	44700000	44800000	chr10	46200000	46300000	0,0,255	significant differentially interacting region
chr10	45000000	45100000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45200000	45300000	chr10	46200000	46300000	0,0,255	significant differentially interacting region
chr10	45200000	45300000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45300000	45400000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45300000	45400000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45400000	45500000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45400000	45500000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45400000	45500000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	45500000	45600000	chr10	46200000	46300000	0,0,255	significant differentially interacting region
chr10	45500000	45600000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45500000	45600000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45500000	45600000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	45600000	45700000	chr10	46200000	46300000	0,0,255	significant differentially interacting region
chr10	45600000	45700000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45600000	45700000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45600000	45700000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	45700000	45800000	chr10	46200000	46300000	0,0,255	significant differentially interacting region
chr10	45700000	45800000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45700000	45800000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45700000	45800000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	45800000	45900000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45800000	45900000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45800000	45900000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	45900000	46000000	chr10	46200000	46300000	0,0,255	significant differentially interacting region
chr10	45900000	46000000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	45900000	46000000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	45900000	46000000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	46000000	46100000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	46100000	46200000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	46200000	46300000	chr10	47500000	47600000	0,0,255	significant differentially interacting region
chr10	46200000	46300000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	46900000	47000000	chr10	49300000	49400000	0,0,255	significant differentially interacting region
chr10	46900000	47000000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	46900000	47000000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	49200000	49300000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	49300000	49400000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	54700000	54800000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	54800000	54900000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	55000000	55100000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	55100000	55200000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	55300000	55400000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	55600000	55700000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	55700000	55800000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	56100000	56200000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	56300000	56400000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	56700000	56800000	0,0,255	significant differentially interacting region
chr10	47000000	47100000	chr10	57000000	57100000	0,0,255	significant differentially interacting region
chr10	47100000	47200000	chr10	49200000	49300000	0,0,255	significant differentially interacting region
chr10	47100000	47200000	chr10	49300000	49400000	0,0,255	significant differentially interacting region
chr10	47100000	47200000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	47300000	47400000	chr10	48300000	48400000	0,0,255	significant differentially interacting region
chr10	47300000	47400000	chr10	49400000	49500000	0,0,255	significant differentially interacting region
chr10	47500000	47600000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	47500000	47600000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	47700000	47800000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	47900000	48000000	chr10	50700000	50800000	0,0,255	significant differentially interacting region
chr10	47900000	48000000	chr10	50800000	50900000	0,0,255	significant differentially interacting region
chr10	47900000	48000000	chr10	50900000	51000000	0,0,255	significant differentially interacting region
chr10	47900000	48000000	chr10	52000000	52100000	0,0,255	significant differentially interacting region
chr10	48400000	48500000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	48600000	48700000	chr10	51400000	51500000	0,0,255	significant differentially interacting region
chr10	49400000	49500000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	49500000	49600000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
